"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"06027","0","10","70","0","2023","1","",772,7223,7282,7317,101443424,29223118,903213,1073,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",27,3.6,111,1.6,38,0.5,116,1.6,9954514,10.9,44816,0.2,-46576,-4.9,94,9.6
"06027","1","10","71","0","2023","1","",13,288,293,298,5020610,0,0,1318,"",3.26,2.09,2.11,2.14,2.03,0.00,0.00,0.96,"",-1,-7.1,19,7.1,34,13.1,45,17.8,1072774,27.2,0,0.0,0,0.0,151,12.9
"06027","2","10","71","0","2023","1","",26,413,415,414,8528677,0,0,1585,"",5.51,1.90,1.87,1.85,2.77,0.00,0.00,1.48,"",1,4.0,48,13.2,37,9.8,34,8.9,1207103,16.5,0,0.0,0,0.0,80,5.3
"06027","3","10","71","0","2023","1","",82,2346,2385,2400,39836045,4983807,261829,1289,"",7.28,3.42,3.44,3.44,5.06,16.82,64.04,1.47,"",0,0.0,1,0.0,18,0.8,26,1.1,4905713,14.0,-95636,-1.9,-9186,-3.4,151,13.3
"06027","5","10","71","0","2023","1","",651,4176,4189,4205,48058092,24239311,641384,882,"",0.87,0.68,0.67,0.67,0.55,0.84,0.71,0.81,"",27,4.3,43,1.0,-51,-1.2,11,0.3,2768924,6.1,140452,0.6,-37390,-5.5,50,6.0
"06029","0","10","70","0","2023","1","",25132,331704,330593,324574,4783577663,1502506031,53721203,1119,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2141,9.3,1225,0.4,-1557,-0.5,2013,0.6,388229966,8.8,9753859,0.7,-1366258,-2.5,89,8.6
"06029","1","10","71","0","2023","1","",97,10794,10832,10843,293651631,0,0,2087,"",0.75,1.70,1.72,1.75,2.52,0.00,0.00,1.46,"",-3,-3.0,-186,-1.7,-137,-1.2,-102,-0.9,45088068,18.1,0,0.0,0,0.0,343,19.7
"06029","2","10","71","0","2023","1","",393,9917,9777,9595,175874443,0,0,1386,"",2.56,0.99,0.97,0.97,1.21,0.00,0.00,1.24,"",9,2.3,304,3.2,54,0.6,-53,-0.5,5544363,3.3,0,0.0,0,0.0,30,2.2
"06029","3","10","71","0","2023","1","",560,47138,47802,48390,784533769,8288249,236110,1263,"",1.53,1.50,1.52,1.56,2.11,0.54,0.97,1.38,"",10,1.8,2784,6.3,2578,5.7,2673,5.8,76597550,10.8,166628,2.1,-404,-0.2,55,4.6
"06029","5","10","71","0","2023","1","",24082,263855,262182,255746,3529517820,1494217782,53485093,1042,"",0.98,0.93,0.93,0.92,0.85,1.01,1.00,0.92,"",2125,9.7,-1677,-0.6,-4052,-1.5,-505,-0.2,260999985,8.0,9587231,0.6,-1365854,-2.5,85,8.9
"06031","0","10","70","0","2023","1","",4893,48013,48909,47730,623816083,193959362,6890464,995,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",411,9.2,444,0.9,1408,3.0,594,1.3,42513060,7.3,3195146,1.7,-123457,-1.8,52,5.5
"06031","1","10","71","0","2023","1","",20,1191,1183,1177,19843605,0,0,1290,"",0.79,1.30,1.27,1.30,1.31,0.00,0.00,1.02,"",1,5.3,3,0.3,-32,-2.6,-31,-2.6,2932022,17.3,0,0.0,0,0.0,209,19.3
"06031","2","10","71","0","2023","1","",158,5864,5794,5831,86779274,0,0,1145,"",5.28,4.06,3.88,3.99,4.58,0.00,0.00,1.15,"",8,5.3,163,2.9,71,1.2,135,2.4,2646095,3.1,0,0.0,0,0.0,11,1.0
"06031","3","10","71","0","2023","1","",116,8021,8396,8394,124578310,11476916,658084,1159,"",1.63,1.76,1.80,1.84,2.57,5.84,21.10,1.43,"",4,3.6,478,6.3,436,5.5,500,6.3,11097074,9.8,910219,8.6,53915,8.9,40,3.6
"06031","5","10","71","0","2023","1","",4599,32937,33536,32328,392614894,182482446,6232380,917,"",0.96,0.80,0.80,0.79,0.73,0.95,0.91,0.91,"",398,9.5,-200,-0.6,933,2.9,-10,0.0,25837869,7.0,2284927,1.3,-177372,-2.8,54,6.3
"06033","0","10","70","0","2023","1","",3146,15715,16158,16326,201643778,68035098,2373348,965,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",247,8.5,-556,-3.4,-305,-1.9,-280,-1.7,7652085,3.9,-1929523,-2.8,-137051,-5.5,58,6.4
"06033","1","10","71","0","2023","1","",16,149,150,147,2484395,0,0,1285,"",0.99,0.50,0.49,0.47,0.51,0.00,0.00,1.04,"",0,0.0,-4,-2.6,-1,-0.7,-4,-2.6,363808,17.2,0,0.0,0,0.0,209,19.4
"06033","2","10","71","0","2023","1","",7,61,59,69,1217130,0,0,1486,"",0.36,0.13,0.12,0.14,0.20,0.00,0.00,1.54,"",0,0.0,0,0.0,-5,-7.8,5,7.8,228187,23.1,0,0.0,0,0.0,278,23.0
"06033","3","10","71","0","2023","1","",93,3911,3964,4025,56524301,8148431,446005,1096,"",2.03,2.62,2.57,2.58,3.61,11.81,41.52,1.39,"",1,1.1,182,4.9,236,6.3,243,6.4,4391645,8.4,391512,5.0,3702,0.8,26,2.4
"06033","5","10","71","0","2023","1","",3030,11594,11985,12085,141417952,59886667,1927343,915,"",0.99,0.86,0.87,0.87,0.81,0.89,0.82,0.93,"",246,8.8,-734,-6.0,-535,-4.3,-524,-4.2,2668445,1.9,-2321035,-3.7,-140753,-6.8,60,7.0
"06035","0","10","70","0","2023","1","",746,8685,8563,8636,118745549,17942359,580522,1059,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",42,6.0,-471,-5.1,-491,-5.4,-423,-4.7,1938167,1.7,-233746,-1.3,-31484,-5.1,70,7.1
"06035","1","10","71","0","2023","1","",30,1567,1577,1567,26598671,0,0,1303,"",7.79,9.45,9.65,9.53,9.20,0.00,0.00,0.96,"",-3,-9.1,-156,-9.1,-129,-7.6,-123,-7.3,519332,2.0,0,0.0,0,0.0,127,10.8
"06035","2","10","71","0","2023","1","",83,1951,1766,1845,30528465,0,0,1267,"",18.20,7.46,6.75,6.99,8.47,0.00,0.00,1.20,"",-2,-2.4,-351,-15.2,-429,-19.5,-324,-14.9,-2822261,-8.5,0,0.0,0,0.0,112,9.7
"06035","3","10","71","0","2023","1","",53,1907,1947,1949,24955246,2361597,88104,992,"",4.87,2.31,2.39,2.37,2.71,12.98,33.53,1.15,"",0,0.0,133,7.5,158,8.8,135,7.4,3397188,15.8,96145,4.2,-4324,-4.7,67,7.2
"06035","5","10","71","0","2023","1","",580,3260,3273,3275,36663167,15580762,492418,863,"",0.80,0.44,0.45,0.44,0.36,0.88,0.85,0.80,"",47,8.8,-97,-2.9,-91,-2.7,-111,-3.3,843908,2.4,-329891,-2.1,-27160,-5.2,45,5.5
"06037","0","10","70","0","2023","1","",544690,4434235,4463165,4459816,90555741303,23560462090,696158522,1565,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24717,4.8,65338,1.5,21986,0.5,13059,0.3,5124160157,6.0,447343574,1.9,-7423439,-1.1,78,5.2
"06037","1","10","71","0","2023","1","",412,47256,47611,47581,1208823419,0,0,1958,"",0.15,0.56,0.56,0.56,0.55,0.00,0.00,0.98,"",-36,-8.0,-49,-0.1,238,0.5,455,1.0,169133214,16.3,0,0.0,0,0.0,266,15.7
"06037","2","10","71","0","2023","1","",1789,81951,83092,82505,2581068165,0,0,2406,"",0.54,0.61,0.61,0.60,0.94,0.00,0.00,1.54,"",13,0.7,2390,3.0,1811,2.2,2338,2.9,437519559,20.4,0,0.0,0,0.0,354,17.3
"06037","3","10","71","0","2023","1","",4215,436661,438211,442339,9580061365,47879583,1617464,1678,"",0.53,1.04,1.03,1.04,1.36,0.20,0.51,1.31,"",11,0.3,7505,1.7,7556,1.8,7494,1.7,663861497,7.4,7154902,17.6,237451,17.2,89,5.6
"06037","5","10","71","0","2023","1","",538274,3868367,3894251,3887391,77185788354,23512582507,694541058,1529,"",1.01,1.02,1.02,1.02,0.98,1.01,1.00,0.96,"",24729,4.8,55492,1.5,12381,0.3,2772,0.1,3853645887,5.3,440188672,1.9,-7660890,-1.1,68,4.7
"06039","0","10","70","0","2023","1","",5155,52886,53600,52227,676680201,235226584,8524614,984,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",447,9.5,-492,-0.9,-524,-1.0,76,0.1,36054016,5.6,-2136417,-0.9,-210206,-2.4,58,6.3
"06039","1","10","71","0","2023","1","",17,263,267,274,4610990,0,0,1323,"",0.64,0.26,0.26,0.28,0.28,0.00,0.00,1.05,"",0,0.0,-8,-3.0,2,0.8,17,6.6,797826,20.9,0,0.0,0,0.0,213,19.2
"06039","2","10","71","0","2023","1","",102,2708,2697,2698,48356472,0,0,1377,"",3.24,1.70,1.65,1.69,2.35,0.00,0.00,1.40,"",2,2.0,120,4.6,102,3.9,67,2.5,3069427,6.8,0,0.0,0,0.0,40,3.0
"06039","3","10","71","0","2023","1","",141,9041,9330,9215,135924558,14364820,629894,1137,"",1.87,1.80,1.83,1.85,2.59,6.02,16.32,1.42,"",-10,-6.6,507,5.9,533,6.1,430,4.9,12133142,9.8,854658,6.3,-28892,-4.4,43,3.9
"06039","5","10","71","0","2023","1","",4895,40874,41306,40040,487788181,220861764,7894720,921,"",0.97,0.90,0.90,0.90,0.83,0.95,0.93,0.92,"",455,10.2,-1111,-2.6,-1161,-2.7,-438,-1.1,20053621,4.3,-2991075,-1.3,-181314,-2.2,57,6.6
"06041","0","10","70","0","2023","1","",12681,107676,109076,108968,2646537211,578508502,16101828,1875,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",239,1.9,2222,2.1,2035,1.9,1426,1.3,175222268,7.1,16821375,3.0,-41629,-0.3,93,5.2
"06041","1","10","71","0","2023","1","",36,612,618,624,15156897,0,0,1887,"",0.55,0.30,0.30,0.30,0.24,0.00,0.00,0.79,"",0,0.0,-42,-6.4,-25,-3.9,-15,-2.3,2346351,18.3,0,0.0,0,0.0,360,23.6
"06041","2","10","71","0","2023","1","",51,1835,1822,1822,30730854,0,0,1294,"",0.66,0.57,0.55,0.55,0.38,0.00,0.00,0.69,"",0,0.0,-54,-2.9,-39,-2.1,-36,-1.9,266438,0.9,0,0.0,0,0.0,40,3.2
"06041","3","10","71","0","2023","1","",175,11795,12213,12316,295855526,1870459,51925,1880,"",0.95,1.15,1.18,1.19,1.44,0.32,0.71,1.23,"",-1,-0.6,132,1.1,285,2.4,313,2.6,38891291,15.1,71612,4.0,-6209,-10.7,214,12.8
"06041","5","10","71","0","2023","1","",12419,93434,94423,94206,2304793934,576638043,16049903,1886,"",1.01,1.01,1.01,1.01,1.00,1.01,1.00,0.99,"",240,2.0,2186,2.4,1814,2.0,1164,1.3,133718188,6.2,16749763,3.0,-35420,-0.2,77,4.3
"06043","0","10","70","0","2023","1","",607,5109,5074,5087,64428845,17481414,771206,974,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",61,11.2,318,6.6,224,4.6,137,2.8,8039417,14.3,235082,1.4,-10797,-1.4,82,9.2
"06043","1","10","71","0","2023","1","",12,476,510,508,8668087,0,0,1339,"",3.83,4.88,5.27,5.24,5.53,0.00,0.00,1.08,"",-2,-14.3,39,8.9,61,13.6,35,7.4,1457725,20.2,0,0.0,0,0.0,115,9.4
"06043","2","10","71","0","2023","1","",8,492,392,443,7837809,0,0,1363,"",2.16,3.20,2.53,2.85,4.01,0.00,0.00,1.40,"",0,0.0,63,14.7,3,0.8,23,5.5,1437512,22.5,0,0.0,0,0.0,170,14.2
"06043","3","10","71","0","2023","1","",34,1108,1124,1133,18518057,86503,3980,1270,"",3.84,2.29,2.33,2.34,3.70,0.49,1.14,1.60,"",0,0.0,101,10.0,118,11.7,123,12.2,2893930,18.5,-2032,-2.3,-422,-9.6,77,6.5
"06043","5","10","71","0","2023","1","",553,3033,3048,3003,29404892,17394911,767226,747,"",0.94,0.69,0.70,0.69,0.53,1.01,1.00,0.76,"",63,12.9,115,3.9,42,1.4,-44,-1.4,2250250,8.3,237114,1.4,-10375,-1.3,48,6.9
"06045","0","10","70","0","2023","1","",4256,30493,31113,31285,393137624,133405170,4042112,977,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",202,5.0,-289,-0.9,-41,-0.1,-183,-0.6,32044266,8.9,-878499,-0.7,-175830,-4.2,85,9.5
"06045","1","10","71","0","2023","1","",34,253,260,264,5009121,0,0,1488,"",1.55,0.43,0.44,0.44,0.52,0.00,0.00,1.19,"",0,0.0,-1,-0.4,9,3.6,11,4.3,728271,17.0,0,0.0,0,0.0,185,14.2
"06045","2","10","71","0","2023","1","",17,428,356,417,6610662,0,0,1270,"",0.65,0.47,0.37,0.44,0.55,0.00,0.00,1.30,"",0,0.0,-28,-6.1,-27,-7.0,33,8.6,343124,5.5,0,0.0,0,0.0,87,7.4
"06045","3","10","71","0","2023","1","",155,6040,6048,6096,83478485,7443733,337890,1059,"",2.50,2.09,2.04,2.04,2.74,5.50,18.47,1.33,"",0,0.0,387,6.8,299,5.2,357,6.2,9702947,13.2,626914,9.2,17459,5.4,66,6.6
"06045","5","10","71","0","2023","1","",4050,23772,24449,24508,298039356,125961437,3704222,946,"",0.98,0.91,0.92,0.92,0.87,0.96,0.92,0.95,"",202,5.2,-647,-2.6,-322,-1.3,-584,-2.3,21269924,7.7,-1505413,-1.2,-193289,-5.0,86,10.0
"06047","0","10","70","0","2023","1","",7688,78546,80153,79795,1046323229,366558915,12058848,1012,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",610,8.6,-269,-0.3,-96,-0.1,-408,-0.5,91445969,9.6,2834022,0.8,-522213,-4.2,91,9.9
"06047","1","10","71","0","2023","1","",28,705,719,719,14503631,0,0,1562,"",0.71,0.47,0.47,0.47,0.57,0.00,0.00,1.21,"",1,3.7,-27,-3.7,-1,-0.1,-7,-1.0,1580052,12.2,0,0.0,0,0.0,193,14.1
"06047","2","10","71","0","2023","1","",19,2230,2240,2259,59083798,0,0,2026,"",0.40,0.94,0.91,0.93,1.86,0.00,0.00,2.00,"",0,0.0,63,2.9,71,3.3,91,4.2,14512163,32.6,0,0.0,0,0.0,445,28.1
"06047","3","10","71","0","2023","1","",183,14590,14804,14943,232158411,3474161,112726,1208,"",1.63,1.96,1.94,1.96,2.86,0.93,2.07,1.46,"",1,0.5,654,4.7,708,5.0,613,4.3,28813761,14.2,267132,8.3,311,0.3,100,9.0
"06047","5","10","71","0","2023","1","",7458,61021,62390,61874,740577389,363084754,11946122,922,"",1.00,0.91,0.91,0.91,0.82,1.00,1.00,0.90,"",608,8.9,-959,-1.5,-874,-1.4,-1105,-1.8,46539993,6.7,2566890,0.7,-522524,-4.2,71,8.3
"06049","0","10","70","0","2023","1","",399,2422,2464,2531,30922768,8780223,324737,962,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",29,7.8,27,1.1,22,0.9,2,0.1,4242298,15.9,604405,7.4,10051,3.2,126,15.1
"06049","1","10","71","0","2023","1","",18,145,144,149,2541054,0,0,1339,"",8.74,3.14,3.06,3.09,3.38,0.00,0.00,1.09,"",-1,-5.3,-7,-4.6,-10,-6.5,-7,-4.5,166258,7.0,0,0.0,0,0.0,153,12.9
"06049","2","10","71","0","2023","1","",6,40,39,41,944623,0,0,1817,"",2.46,0.55,0.52,0.53,1.01,0.00,0.00,1.89,"",1,20.0,7,21.2,6,18.2,8,24.2,35966,4.0,0,0.0,0,0.0,-301,-14.2
"06049","3","10","71","0","2023","1","",43,816,817,825,10396412,796236,31188,976,"",7.39,3.55,3.48,3.42,4.33,8.94,21.22,1.24,"",-4,-8.5,-58,-6.6,-64,-7.3,-63,-7.1,282357,2.8,-118407,-12.9,-10345,-24.9,93,10.5
"06049","5","10","71","0","2023","1","",332,1421,1464,1516,17040679,7983987,293549,894,"",0.85,0.69,0.69,0.70,0.64,0.92,0.91,0.92,"",33,11.0,85,6.4,90,6.6,64,4.4,3757717,28.3,722812,10.0,20396,7.5,158,21.5
"06051","0","10","70","0","2023","1","",686,8027,8169,8476,102312317,40712769,1737559,957,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-6,-0.9,212,2.7,290,3.7,661,8.5,13409267,15.1,2607167,6.8,77688,4.7,84,9.6
"06051","1","10","71","0","2023","1","",14,163,163,172,3359361,0,0,1557,"",3.96,1.06,1.05,1.07,1.35,0.00,0.00,1.27,"",0,0.0,-12,-6.9,-3,-1.8,10,6.2,480749,16.7,0,0.0,0,0.0,236,17.9
"06051","2","10","71","0","2023","1","",4,46,45,47,941064,0,0,1574,"",0.95,0.19,0.18,0.18,0.30,0.00,0.00,1.65,"",0,0.0,3,7.0,5,12.5,7,17.5,144672,18.2,0,0.0,0,0.0,80,5.4
"06051","3","10","71","0","2023","1","",47,1453,1497,1489,24972462,521968,23265,1298,"",4.70,1.91,1.92,1.84,3.14,1.26,2.96,1.66,"",1,2.2,83,6.1,88,6.2,109,7.9,2200296,9.7,175923,50.8,10841,87.3,34,2.7
"06051","5","10","71","0","2023","1","",621,6365,6464,6768,73039430,40190801,1714294,860,"",0.93,0.93,0.93,0.93,0.82,1.00,0.99,0.89,"",-7,-1.1,138,2.2,200,3.2,535,8.6,10583550,16.9,2431244,6.4,66847,4.1,90,11.7
"06053","0","10","70","0","2023","1","",14932,167416,173872,173357,2594656656,827717122,29276833,1163,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",717,5.0,-3651,-2.1,-1540,-0.9,-5836,-3.3,200920714,8.4,-885463,-0.1,-1207208,-4.0,112,10.7
"06053","1","10","71","0","2023","1","",64,5077,5086,5100,128218639,0,0,1939,"",0.83,1.59,1.53,1.55,2.03,0.00,0.00,1.31,"",1,1.6,-272,-5.1,-231,-4.3,-166,-3.2,9185548,7.7,0,0.0,0,0.0,215,12.5
"06053","2","10","71","0","2023","1","",193,5083,5012,5068,87708935,0,0,1335,"",2.11,1.01,0.94,0.96,1.11,0.00,0.00,1.15,"",1,0.5,-86,-1.7,-112,-2.2,50,1.0,3843533,4.6,0,0.0,0,0.0,71,5.6
"06053","3","10","71","0","2023","1","",350,23666,23717,24221,498657859,7337824,192738,1607,"",1.61,1.49,1.43,1.46,2.48,0.87,1.45,1.69,"",-1,-0.3,946,4.2,882,3.9,910,3.9,65647980,15.2,255756,3.6,-3740,-1.9,156,10.8
"06053","5","10","71","0","2023","1","",14325,133590,140057,138968,1880071223,820379298,29084095,1051,"",0.98,0.93,0.94,0.94,0.84,1.00,1.00,0.89,"",716,5.3,-4239,-3.1,-2079,-1.5,-6630,-4.6,122243653,7.0,-1141219,-0.1,-1203468,-4.0,98,10.3
"06055","0","10","70","0","2023","1","",6161,74590,77473,77398,1332731896,417828137,12806190,1340,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",261,4.4,2246,3.1,2940,3.9,1889,2.5,127223258,10.6,22267008,5.6,-232439,-1.8,89,7.1
"06055","1","10","71","0","2023","1","",14,204,197,200,4229803,0,0,1624,"",0.44,0.14,0.13,0.14,0.13,0.00,0.00,0.95,"",2,16.7,-18,-8.1,-24,-10.9,-17,-7.8,484634,12.9,0,0.0,0,0.0,315,24.1
"06055","2","10","71","0","2023","1","",196,3739,3617,3606,75882806,0,0,1597,"",5.20,1.66,1.53,1.52,1.88,0.00,0.00,1.19,"",-4,-2.0,-187,-4.8,-253,-6.5,-183,-4.8,-626177,-0.8,0,0.0,0,0.0,73,4.8
"06055","3","10","71","0","2023","1","",90,5690,5847,5852,127413898,565984,9479,1691,"",1.00,0.80,0.79,0.79,1.23,0.13,0.16,1.55,"",0,0.0,79,1.4,143,2.5,89,1.5,17874057,16.3,7084,1.3,-528,-5.3,211,14.3
"06055","5","10","71","0","2023","1","",5861,64957,67812,67740,1125205389,417262153,12796711,1295,"",0.98,1.02,1.02,1.02,0.97,1.01,1.00,0.95,"",263,4.7,2372,3.8,3074,4.7,2000,3.0,109490744,10.8,22259924,5.6,-231911,-1.8,81,6.7
"06057","0","10","70","0","2023","1","",4044,32548,32878,32351,468101134,153714674,4837893,1105,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",137,3.5,335,1.0,348,1.1,-343,-1.0,29152467,6.6,2517175,1.7,-72068,-1.5,65,6.2
"06057","1","10","71","0","2023","1","",17,284,305,311,5441965,0,0,1395,"",0.81,0.46,0.49,0.50,0.48,0.00,0.00,0.99,"",1,6.2,14,5.2,20,7.0,29,10.3,1051072,23.9,0,0.0,0,0.0,184,15.2
"06057","2","10","71","0","2023","1","",12,581,588,590,8794193,0,0,1154,"",0.49,0.59,0.59,0.60,0.62,0.00,0.00,1.05,"",-1,-7.7,37,6.8,16,2.8,27,4.8,1026132,13.2,0,0.0,0,0.0,86,8.1
"06057","3","10","71","0","2023","1","",115,5435,5470,5555,109213158,3489577,97765,1531,"",1.95,1.76,1.75,1.80,3.01,2.24,4.46,1.70,"",-1,-0.9,306,6.0,321,6.2,275,5.2,15127784,16.1,330409,10.5,5645,6.1,135,9.7
"06057","5","10","71","0","2023","1","",3900,26248,26515,25895,344651818,150225097,4740128,1011,"",0.99,0.94,0.94,0.94,0.85,0.99,0.98,0.90,"",138,3.7,-22,-0.1,-9,0.0,-674,-2.5,11947479,3.6,2186766,1.5,-77713,-1.6,44,4.6
"06059","0","10","70","0","2023","1","",140492,1623611,1632166,1631527,33248214489,9321385103,274503842,1570,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7025,5.3,22326,1.4,17045,1.1,14178,0.9,1661949120,5.3,211090364,2.3,-5445151,-1.9,62,4.1
"06059","1","10","71","0","2023","1","",117,10644,10676,10661,249100949,0,0,1797,"",0.16,0.34,0.34,0.34,0.31,0.00,0.00,0.90,"",-10,-7.9,-367,-3.3,-328,-3.0,-263,-2.4,17974610,7.8,0,0.0,0,0.0,178,11.0
"06059","2","10","71","0","2023","1","",402,26147,26592,26630,723113468,3000,102,2102,"",0.47,0.53,0.53,0.53,0.72,0.00,0.00,1.34,"",3,0.8,566,2.2,413,1.6,828,3.2,124057160,20.7,3000,100.0,102,100.0,320,18.0
"06059","3","10","71","0","2023","1","",875,117360,116290,117087,2748434106,24633052,549819,1808,"",0.43,0.76,0.75,0.75,1.07,0.26,0.44,1.41,"",-2,-0.2,17,0.0,3930,3.5,2701,2.4,330806269,13.7,1135487,4.8,25207,4.8,187,11.5
"06059","5","10","71","0","2023","1","",139098,1469460,1478608,1477149,29527565966,9296749051,273953921,1540,"",1.02,1.06,1.06,1.06,1.02,1.01,1.00,0.97,"",7034,5.3,22110,1.5,13030,0.9,10912,0.7,1189111081,4.2,209951877,2.3,-5470460,-2.0,47,3.1
"06061","0","10","70","0","2023","1","",15094,182563,184537,183176,3265030758,950423814,28807731,1369,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",727,5.1,4755,2.7,4310,2.4,2619,1.5,218363918,7.2,28025709,3.0,-158885,-0.5,64,4.9
"06061","1","10","71","0","2023","1","",41,633,639,648,13353080,0,0,1605,"",0.53,0.18,0.18,0.19,0.17,0.00,0.00,0.92,"",1,2.5,-9,-1.4,4,0.6,17,2.7,2413151,22.1,0,0.0,0,0.0,282,21.3
"06061","2","10","71","0","2023","1","",27,743,710,726,13746907,0,0,1456,"",0.29,0.14,0.13,0.13,0.14,0.00,0.00,1.07,"",0,0.0,-23,-3.0,-13,-1.8,33,4.8,1043763,8.2,0,0.0,0,0.0,113,8.4
"06061","3","10","71","0","2023","1","",257,19382,19457,19858,396879512,24497077,624965,1560,"",1.17,1.12,1.11,1.14,1.57,2.54,4.79,1.40,"",5,2.0,923,5.0,1089,5.9,965,5.1,52637089,15.3,1320435,5.7,-51667,-7.6,134,9.4
"06061","5","10","71","0","2023","1","",14769,161805,163731,161944,2841051259,925926737,28182766,1345,"",1.00,1.04,1.04,1.03,1.00,0.99,0.98,0.97,"",721,5.1,3864,2.4,3230,2.0,1604,1.0,162269915,6.1,26705274,3.0,-107218,-0.4,54,4.2
"06063","0","10","70","0","2023","1","",933,5534,5607,5611,78891623,20240619,813957,1087,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",36,4.0,5,0.1,-56,-1.0,-160,-2.8,7560741,10.6,145065,0.7,-34780,-4.1,117,12.1
"06063","1","10","71","0","2023","1","",17,243,241,258,4370206,0,0,1359,"",3.53,2.30,2.25,2.41,2.28,0.00,0.00,0.98,"",-1,-5.6,-18,-6.9,7,3.0,19,7.9,758779,21.0,0,0.0,0,0.0,224,19.7
"06063","2","10","71","0","2023","1","",4,48,48,48,793594,0,0,1272,"",0.70,0.29,0.28,0.28,0.33,0.00,0.00,1.17,"",0,0.0,5,11.6,5,11.6,6,14.3,-39060,-4.7,0,0.0,0,0.0,-229,-15.3
"06063","3","10","71","0","2023","1","",65,1868,1935,1912,29322973,1564537,80013,1184,"",4.78,3.56,3.62,3.57,4.79,7.62,21.72,1.34,"",-2,-3.0,40,2.2,85,4.6,21,1.1,2620303,9.8,-6086,-0.4,3015,3.9,77,7.0
"06063","5","10","71","0","2023","1","",847,3375,3383,3393,44404850,18676082,733944,1009,"",0.93,0.71,0.71,0.71,0.65,0.93,0.91,0.92,"",39,4.8,-22,-0.6,-153,-4.3,-206,-5.7,4220719,10.5,151151,0.8,-37795,-4.9,129,14.7
"06065","0","10","70","0","2023","1","",78907,809533,812418,813445,11742404946,4024893475,121583579,1113,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6688,9.3,18578,2.3,6780,0.8,6137,0.8,969485049,9.0,107867112,2.8,-152540,-0.1,79,7.6
"06065","1","10","71","0","2023","1","",109,7435,7503,7476,183086174,0,0,1885,"",0.27,0.48,0.48,0.48,0.64,0.00,0.00,1.33,"",-11,-9.2,-31,-0.4,34,0.5,91,1.2,27460053,17.6,0,0.0,0,0.0,276,17.2
"06065","2","10","71","0","2023","1","",247,12656,12691,12669,281714499,0,0,1710,"",0.51,0.52,0.51,0.51,0.79,0.00,0.00,1.54,"",1,0.4,147,1.2,220,1.8,285,2.3,44234692,18.6,0,0.0,0,0.0,243,16.6
"06065","3","10","71","0","2023","1","",1020,114295,115145,115816,2354285590,66982344,2791667,1574,"",0.89,1.49,1.49,1.49,2.58,1.64,5.07,1.73,"",18,1.8,6471,6.0,6236,5.7,6606,6.0,237700267,11.2,5240258,8.5,33159,1.2,75,5.0
"06065","5","10","71","0","2023","1","",77531,675147,677079,677484,8923318683,3957911131,118791912,1015,"",1.01,0.97,0.97,0.97,0.88,1.00,0.98,0.90,"",6680,9.4,11991,1.8,290,0.0,-845,-0.1,660090037,8.0,102626854,2.7,-185699,-0.2,70,7.4
